"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-17","3.80",",,W",,,"0.00",",,W,2400",,,"74",",,W","57",",,W","  210",",,W","  270",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-18","3.80",",,W",,,"0.00",",,W,2400",,,"75",",,W","60",",,W","  260",",,W","  270",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-19","4.70",",,W",,,"0.00",",,W,2400",,,"74",",,W","59",",,W","  250",",,W","  260",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-20","6.26",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  140",",,W","  150",",,W","13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-21","5.82",",,W",,,"0.00",",,W,2400",,,"74",",,W","60",",,W","  240",",,W","  250",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-22","4.92",",,W",,,"0.00",",,W,2400",,,"73",",,W","55",",,W","  180",",,W","  230",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-23","5.14",",,W",,,"0.00",",,W,2400",,,"73",",,W","57",",,W","  220",",,W","  220",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-24","6.93",",,W",,,"0.00",",,W,2400",,,"71",",,W","59",",,W","  260",",,W","  250",",,W","14.1",",,W","18.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-25","6.04",",,W",,,"0.00",",,W,2400",,,"68",",,W","59",",,W","  240",",,W","  270",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-26","6.93",",,W",,,"0.00",",,W,2400",,,"68",",,W","59",",,W","  250",",,W","  260",",,W","17.0",",,W","21.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-27","6.71",",,W",,,"0.00",",,W,2400",,,"70",",,W","60",",,W","  220",",,W","  220",",,W","12.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-28","4.70",",,W",,,"0.00",",,W,2400",,,"73",",,W","57",",,W","  130",",,W","  130",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-29","5.82",",,W",,,"0.00",",,W,2400",,,"76",",,W","58",",,W","  250",",,W","  270",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-30","4.47",",,W",,,"0.00",",,W,2400",,,"76",",,W","61",",,W","  250",",,W","  240",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-31","6.04",",,W",,,"0.00",",,W,2400",,,"77",",,W","64",",,W","  270",",,W","  260",",,W","14.1",",,W","17.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-01","6.26",",,W",,,"0.00",",,W,2400",,,"77",",,W","62",",,W","  250",",,W","  260",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-02","7.61",",,W",,,"0.00",",,W,2400",,,"74",",,W","63",",,W","  250",",,W","  260",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-03","6.49",",,W",,,"0.00",",,W,2400",,,"74",",,W","62",",,W","  150",",,W","  150",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-04","6.04",",,W",,,"0.00",",,W,2400",,,"75",",,W","63",",,W","  250",",,W","  250",",,W","17.0",",,W","19.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-05","5.14",",,W",,,"0.00",",,W,2400",,,"77",",,W","61",",,W","  240",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-06","4.47",",,W",,,"0.00",",,W,2400",,,"81",",,W","57",",,W","  140",",,W","  240",",,W","13.0",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-07","5.37",",,W",,,"0.00",",,W,2400",,,"80",",,W","60",",,W","  140",",,W","  140",",,W","12.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-08","5.14",",,W",,,"0.00",",,W,2400",,,"78",",,W","62",",,W","  110",",,W","  110",",,W","10.1",",,W","13.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-09","4.92",",,W",,,"0.00",",,W,2400",,,"82",",,W","61",",,W","   80",",,W","  260",",,W","10.1",",,W","13.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-10","5.37",",,W",,,"0.00",",,W,2400",,,"83",",,W","60",",,W","  240",",,W","  230",",,W","10.1",",,W","13.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-11","5.14",",,W",,,"0.00",",,W,2400",,,"80",",,W","58",",,W","  240",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-12","4.70",",,W",,,"0.00",",,W,2400",,,"81",",,W","58",",,W","  130",",,W","  130",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-13","4.92",",,W",,,"0.00",",,W,2400",,,"80",",,W","59",",,W","  140",",,W","  140",",,W","10.1",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-14","4.92",",,W",,,"0.00",",,W,2400",,,"76",",,W","58",",,W","  230",",,W","  210",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-15","5.37",",,W",,,"0.00",",,W,2400",,,"76",",,W","57",",,W","  110",",,W","  250",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-16","5.59",",,W",,,"0.00",",,W,2400",,,"74",",,W","57",",,W","  240",",,W","  260",",,W","13.0",",,W","14.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-17","5.37",",,W",,,"0.00",",,W,2400",,,"73",",,W","57",",,W","  250",",,W","  240",",,W","14.1",",,W","16.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-18","5.82",",,W",,,"0.00",",,W,2400",,,"70",",,W","56",",,W","  230",",,W","  230",",,W","12.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-19","5.82",",,W",,,"0.00",",,W,2400",,,"70",",,W","57",",,W","  140",",,W","  140",",,W","10.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-20","6.04",",,W",,,"0.00",",,W,2400",,,"76",",,W","56",",,W","  260",",,W","  260",",,W","15.0",",,W","18.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-21","5.82",",,W",,,"0.00",",,W,2400",,,"76",",,W","59",",,W","  260",",,W","  260",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-22","4.92",",,W",,,"0.00",",,W,2400",,,"70",",,W","57",",,W","  230",",,W","  230",",,W","13.0",",,W","16.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-23","5.37",",,W",,,"0.00",",,W,2400",,,"73",",,W","55",",,W","  100",",,W","  120",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-24","4.47",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  250",",,W","  250",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-25","5.37",",,W",,,"0.00",",,W,2400",,,"74",",,W","59",",,W","  250",",,W","  240",",,W","17.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-26","5.82",",,W",,,"0.00",",,W,2400",,,"72",",,W","58",",,W","  240",",,W","  240",",,W","13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-27","6.49",",,W",,,"0.00",",,W,2400",,,"72",",,W","60",",,W","  250",",,W","  270",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-28","6.49",",,W",,,"0.00",",,W,2400",,,"72",",,W","58",",,W","  270",",,W","  270",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-29","5.37",",,W",,,"0.00",",,W,2400",,,"73",",,W","55",",,W","  260",",,W","  260",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-30","4.70",",,W",,,"0.00",",,W,2400",,,"80",",,W","52",",,W","  250",",,W","  240",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-08-31","3.58",",,W",,,"0.00",",,W,2400",,,"83",",,W","57",",,W","  140",",,W","  140",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-01","4.92",",,W",,,"0.00",",,W,2400",,,"78",",,W","60",",,W","  150",",,W","  160",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-02","4.92",",,W",,,"0.00",",,W,2400",,,"84",",,W","61",",,W","  240",",,W","  230",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-03","4.92",",,W",,,"0.00",",,W,2400",,,"89",",,W","61",",,W","  260",",,W","  260",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-04","5.82",",,W",,,"0.00",",,W,2400",,,"99",",,W","62",",,W","  250",",,W","  250",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-05","5.82",",,W",,,"0.00",",,W,2400",,,"87",",,W","68",",,W","  140",",,W","  130",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-06","5.82",",,W",,,"0.00",",,W,2400",,,"86",",,W","66",",,W","  250",",,W","  260",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-07","4.92",",,W",,,"0.00",",,W,2400",,,"84",",,W","64",",,W","  250",",,W","  250",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-08","5.59",",,W",,,"0.00",",,W,2400",,,"87",",,W","63",",,W","  130",",,W","  120",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-09","5.14",",,W",,,"0.01",",,W,2400",,,"95",",,W","68",",,W","  130",",,W","  130",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-10","5.59",",,W",,,"0.08",",,W,2400",,,"80",",,W","69",",,W","   90",",,W","  110",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-11","5.37",",,W",,,"0.00",",,W,2400",,,"86",",,W","69",",,W","  250",",,W","  260",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-12","4.92",",,W",,,"0.00","T,,W,2400",,,"80",",,W","66",",,W","  250",",,W","  160",",,W","10.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-13","5.59",",,W",,,"0.00",",,W,2400",,,"79",",,W","59",",,W","  140",",,W","  220",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-14","4.25",",,W",,,"0.00",",,W,2400",,,"79",",,W","56",",,W","  250",",,W","  240",",,W","14.1",",,W","18.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-15","4.70",",,W",,,"0.00",",,W,2400",,,"78",",,W","55",",,W","  250",",,W","  250",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-16","3.80",",,W",,,"0.00",",,W,2400",,,"78",",,W","56",",,W","  210",",,W","  230",",,W","10.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-17","5.37",",,W",,,"0.00",",,W,2400",,,"76",",,W","57",",,W","   40",",,W","   40",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-18","3.58",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  210",",,W","  140",",,W","10.1",",,W","13.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-19","5.37",",,W",,,"0.02",",,W,2400",,,"73",",,W","60",",,W","  130",",,W","  130",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-20","4.92",",,W",,,"0.00",",,W,2400",,,"75",",,W","56",",,W","  260",",,W","  270",",,W","17.0",",,W","21.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-21","6.04",",,W",,,"0.00",",,W,2400",,,"74",",,W","51",",,W","  260",",,W","  270",",,W","19.9",",,W","25.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-22","4.47",",,W",,,"0.00",",,W,2400",,,"82",",,W","53",",,W","  250",",,W","  250",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-23","3.80",",,W",,,"0.00",",,W,2400",,,"80",",,W","54",",,W","  260",",,W","  240",",,W","13.0",",,W","16.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-24","4.03",",,W",,,"0.00",",,W,2400",,,"75",",,W","53",",,W","  260",",,W","  250",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-25","4.92",",,W",,,"0.00",",,W,2400",,,"77",",,W","59",",,W","  260",",,W","  260",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-26","4.70",",,W",,,"0.00",",,W,2400",,,"78",",,W","58",",,W","  230",",,W","  270",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-27","4.47",",,W",,,"0.00",",,W,2400",,,"79",",,W","59",",,W","  250",",,W","  240",",,W","13.0",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-28","4.70",",,W",,,"0.00",",,W,2400",,,"81",",,W","59",",,W","  150",",,W","  150",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-29","4.47",",,W",,,"0.00",",,W,2400",,,"76",",,W","58",",,W","   80",",,W","   80",",,W","12.1",",,W","13.0",",,W","    1",",,W","    1",",,W",,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-09-30","6.26",",,W",,,"0.00",",,W,2400",,,"71",",,W","61",",,W","  250",",,W","  260",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-01","4.25",",,W",,,"0.00",",,W,2400",,,"73",",,W","56",",,W","  270",",,W","  240",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-02","4.92",",,W",,,"0.00",",,W,2400",,,"73",",,W","54",",,W","  250",",,W","  270",",,W","16.1",",,W","21.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-03","3.80",",,W",,,"0.00",",,W,2400",,,"76",",,W","54",",,W","  240",",,W","  250",",,W","10.1",",,W","14.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-04","4.70",",,W",,,"0.00",",,W,2400",,,"75",",,W","56",",,W","  100",",,W","  220",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-05","5.82",",,W",,,"0.00",",,W,2400",,,"72",",,W","60",",,W","   90",",,W","  260",",,W","13.0",",,W","16.1",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-06","5.37",",,W",,,"0.00",",,W,2400",,,"70",",,W","59",",,W","  130",",,W","  120",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-07","4.92",",,W",,,"0.00",",,W,2400",,,"68",",,W","61",",,W","   90",",,W","  180",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-08","5.82",",,W",,,"0.00",",,W,2400",,,"71",",,W","60",",,W","  240",",,W","  250",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-09","5.82",",,W",,,"0.00",",,W,2400",,,"70",",,W","61",",,W","  110",",,W","  260",",,W","12.1",",,W","13.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-10","6.49",",,W",,,"0.00",",,W,2400",,,"68",",,W","62",",,W","  260",",,W","  260",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-11","5.14",",,W",,,"0.00",",,W,2400",,,"71",",,W","62",",,W","  260",",,W","  260",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-12","6.49",",,W",,,"0.03",",,W,2400",,,"72",",,W","63",",,W","  260",",,W","  260",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-13","4.25",",,W",,,"0.00",",,W,2400",,,"68",",,W","59",",,W","  260",",,W","  260",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-14","3.80",",,W",,,"0.00",",,W,2400",,,"66",",,W","62",",,W","  260",",,W","  250",",,W","8.1",",,W","10.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-15","3.58",",,W",,,"0.00","T,,W,2400",,,"71",",,W","63",",,W","  260",",,W","  270",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-16","5.14",",,W",,,"0.00",",,W,2400",,,"71",",,W","54",",,W","  130",",,W","  130",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-17","3.80",",,W",,,"0.00",",,W,2400",,,"73",",,W","50",",,W","  250",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-18","4.47",",,W",,,"0.00",",,W,2400",,,"76",",,W","54",",,W","  250",",,W","  250",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-19","2.91",",,W",,,"0.00",",,W,2400",,,"91",",,W","54",",,W","  260",",,W","  250",",,W","14.1",",,W","19.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-20","4.70",",,W",,,"0.00",",,W,2400",,,"84",",,W","59",",,W","  250",",,W","  260",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-21","5.82",",,W",,,"0.00",",,W,2400",,,"70",",,W","59",",,W","  260",",,W","  270",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-10-22","6.93",",,W",,,"0.00",",,W,2400",,,"70",",,W","53",",,W","  350",",,W","  350",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,
